kundur.out
KUNDUR 4 MACHINE 12 BUS SYSTEM
                     1              2              3              4              5              6              7              8              9              10             11             12             13             14             15             16             17             18             19             20             21      
        Time(s) SPD 1[1 22.000 SPD 2[2 22.000 SPD 3[3 22.000 SPD 4[4 22.000 POWR 1[1 22.00 POWR 2[2 22.00 POWR 3[3 22.00 POWR 4[4 22.00 VOLT 1 [1 22.0 VOLT 2 [2 22.0 VOLT 3 [3 22.0 VOLT 4 [4 22.0 VOLT 5 [5 230. VOLT 6 [6 230. VOLT 7 [7 230. VOLT 8 [8 230. VOLT 9 [9 230. VOLT 10 [10 23 VOLT 11 [11 23 VOLT 12 [12 23 VREF 1[1 22.00
                            ]1             ]1             ]1             ]1            0]1            0]1            0]1            0]1            00]            00]            00]            00]            00]            00]            00]            00]            00]          0.00]          0.00]          0.00]            0]1
        17.7399   -0.000243427   -0.000233694   -0.000213264   -0.000212843        7.01132        7.01381        7.22827        7.03891        1.04021        1.01021           1.03        1.01003        1.01432       0.982153       0.965631        0.95443          0.976       0.987401        1.01147        0.95443           1.05
        17.7599   -0.000241445     -0.0002322   -0.000216809   -0.000216019        7.01077        7.01359        7.22868        7.03935         1.0402         1.0102           1.03        1.01003        1.01432       0.982152       0.965635       0.954445       0.976003         0.9874        1.01147       0.954445           1.05
        17.7799   -0.000239377   -0.000230678   -0.000220411   -0.000219259        7.01029        7.01344        7.22898        7.03968        1.04019        1.01018           1.03        1.01002        1.01432       0.982148       0.965635       0.954455       0.976004       0.987399        1.01147       0.954455           1.05
        17.7999   -0.000237237   -0.000229136   -0.000224047   -0.000222542        7.00989        7.01333        7.22915        7.03991        1.04019        1.01017           1.03        1.01002        1.01431       0.982142       0.965632       0.954459       0.976003       0.987398        1.01147       0.954459           1.05
        17.8199   -0.000235037   -0.000227584   -0.000227694   -0.000225847        7.00956        7.01327         7.2292        7.04001        1.04018        1.01016           1.03        1.01002         1.0143       0.982134       0.965626       0.954458       0.976002       0.987396        1.01147       0.954458           1.05
        17.8399   -0.000232791   -0.000226031   -0.000231331   -0.000229154        7.00931        7.01328        7.22913        7.04001        1.04017        1.01015           1.03        1.01002        1.01429       0.982124       0.965616       0.954451       0.975999       0.987394        1.01147       0.954451           1.05
          17.86   -0.000230513   -0.000224488   -0.000234934    -0.00023244        7.00913        7.01333        7.22894         7.0399        1.04017        1.01013           1.03        1.01001        1.01428       0.982112       0.965603       0.954439       0.975994       0.987391        1.01147       0.954439           1.05
          17.88   -0.000228218   -0.000222963    -0.00023848   -0.000235687        7.00904        7.01343        7.22864        7.03968        1.04016        1.01012           1.03        1.01001        1.01427       0.982097       0.965586       0.954422       0.975989       0.987387        1.01147       0.954422           1.05
           17.9   -0.000225919   -0.000221464   -0.000241948   -0.000238874        7.00903         7.0136        7.22821        7.03935        1.04015        1.01011           1.03        1.01001        1.01426        0.98208       0.965567         0.9544       0.975982       0.987384        1.01147         0.9544           1.05
          17.92   -0.000223631   -0.000220003   -0.000245318    -0.00024198         7.0091        7.01381        7.22767        7.03891        1.04014        1.01009           1.03        1.01001        1.01425       0.982062       0.965544       0.954373       0.975973        0.98738        1.01147       0.954373           1.05
          17.94   -0.000221368   -0.000218588   -0.000248567   -0.000244988        7.00924        7.01407        7.22703        7.03837        1.04014        1.01008           1.03           1.01        1.01424       0.982042       0.965519       0.954341       0.975964       0.987376        1.01147       0.954341           1.05
          17.96   -0.000219144   -0.000217227   -0.000251678   -0.000247878        7.00947        7.01438        7.22627        7.03773        1.04013        1.01007        1.02999           1.01        1.01423        0.98202       0.965491       0.954305       0.975954       0.987371        1.01147       0.954305           1.05
          17.98   -0.000216973   -0.000215929    -0.00025463   -0.000250632        7.00977        7.01474        7.22541          7.037        1.04013        1.01005        1.02999           1.01        1.01421       0.981997        0.96546       0.954264       0.975942       0.987366        1.01147       0.954264           1.05
             18   -0.000214867   -0.000214701   -0.000257407   -0.000253235        7.01014        7.01513        7.22446        7.03617        1.04012        1.01004        1.02999        1.00999         1.0142       0.981972       0.965427       0.954219        0.97593       0.987361        1.01146       0.954219           1.05
          18.02    -0.00021284   -0.000213551   -0.000259991   -0.000255669        7.01059        7.01557        7.22342        7.03526        1.04011        1.01003        1.02999        1.00999        1.01418       0.981947       0.965392        0.95417       0.975917       0.987356        1.01146        0.95417           1.05
          18.04   -0.000210902   -0.000212486   -0.000262366   -0.000257921        7.01111        7.01605        7.22229        7.03427        1.04011        1.01002        1.02999        1.00999        1.01417        0.98192       0.965354       0.954117       0.975902        0.98735        1.01146       0.954117           1.05
          18.06   -0.000209067   -0.000211512   -0.000264519   -0.000259976        7.01169        7.01657        7.22109         7.0332        1.04011        1.01001        1.02999        1.00998        1.01415       0.981892       0.965316       0.954062       0.975887       0.987345        1.01146       0.954062           1.05
          18.08   -0.000207345   -0.000210635   -0.000266436   -0.000261821        7.01233        7.01711        7.21981        7.03207         1.0401           1.01        1.02999        1.00998        1.01414       0.981864       0.965275       0.954003       0.975872       0.987339        1.01146       0.954003           1.05
        18.1001   -0.000205746   -0.000209858   -0.000268106   -0.000263446        7.01304        7.01769        7.21848        7.03088         1.0401        1.00999        1.02999        1.00998        1.01412       0.981835       0.965234       0.953942       0.975855       0.987333        1.01146       0.953942           1.05
        18.1201    -0.00020428   -0.000209188   -0.000269518    -0.00026484        7.01379        7.01829        7.21709        7.02964         1.0401        1.00998        1.02999        1.00998        1.01411       0.981806       0.965191       0.953879       0.975839       0.987327        1.01146       0.953879           1.05
        18.1401   -0.000202954   -0.000208628   -0.000270665   -0.000265997        7.01459        7.01891        7.21566        7.02835        1.04009        1.00997        1.02999        1.00997        1.01409       0.981776       0.965148       0.953815       0.975822       0.987321        1.01146       0.953815           1.05
        18.1601   -0.000201777    -0.00020818   -0.000271539   -0.000266908        7.01544        7.01955        7.21419        7.02703        1.04009        1.00996        1.02999        1.00997        1.01408       0.981747       0.965105       0.953748       0.975804       0.987315        1.01146       0.953748           1.05
        18.1801   -0.000200756   -0.000207846   -0.000272135   -0.000267569        7.01633         7.0202        7.21269        7.02568        1.04009        1.00996        1.02999        1.00997        1.01406       0.981718       0.965061       0.953681       0.975787       0.987308        1.01146       0.953681           1.05
        18.2001   -0.000199897   -0.000207629   -0.000272451   -0.000267976        7.01724        7.02086        7.21118        7.02431        1.04009        1.00995        1.02999        1.00997        1.01405       0.981689       0.965017       0.953614        0.97577       0.987302        1.01146       0.953614           1.05
        18.2201   -0.000199204   -0.000207529   -0.000272483   -0.000268127        7.01819        7.02152        7.20966        7.02294        1.04009        1.00995        1.02998        1.00996        1.01404       0.981661       0.964974       0.953546       0.975752       0.987297        1.01146       0.953546           1.05
        18.2401   -0.000198681   -0.000207547   -0.000272234   -0.000268022        7.01916        7.02219        7.20814        7.02156        1.04009        1.00995        1.02998        1.00996        1.01402       0.981633       0.964932       0.953479       0.975735       0.987291        1.01146       0.953479           1.05
        18.2601   -0.000198332   -0.000207681   -0.000271703   -0.000267662        7.02014        7.02285        7.20663        7.02018        1.04009        1.00994        1.02998        1.00996        1.01401       0.981607        0.96489       0.953412       0.975718       0.987286        1.01146       0.953412           1.05
        18.2801   -0.000198158   -0.000207931   -0.000270896   -0.000267049        7.02113         7.0235        7.20514        7.01883        1.04009        1.00994        1.02998        1.00996          1.014       0.981581        0.96485       0.953346       0.975701        0.98728        1.01146       0.953346           1.05
        18.3001   -0.000198158   -0.000208294   -0.000269817   -0.000266187        7.02212        7.02415        7.20368         7.0175        1.04009        1.00994        1.02998        1.00996        1.01399       0.981557        0.96481       0.953283       0.975685       0.987276        1.01146       0.953283           1.05
        18.3201   -0.000198332   -0.000208769   -0.000268473   -0.000265083        7.02311        7.02477        7.20226        7.01619        1.04009        1.00994        1.02998        1.00996        1.01398       0.981534       0.964773       0.953221        0.97567       0.987271        1.01146       0.953221           1.05
        18.3402    -0.00019868   -0.000209351   -0.000266873   -0.000263744        7.02409        7.02538        7.20089        7.01493         1.0401        1.00995        1.02998        1.00995        1.01397       0.981512       0.964738       0.953161       0.975655       0.987267        1.01146       0.953161           1.05
        18.3602   -0.000199199   -0.000210039   -0.000265027   -0.000262178        7.02505        7.02597        7.19957        7.01371         1.0401        1.00995        1.02998        1.00995        1.01396       0.981492       0.964704       0.953104       0.975641       0.987263        1.01146       0.953104           1.05
        18.3802   -0.000199884   -0.000210826   -0.000262947   -0.000260396        7.02599        7.02653        7.19831        7.01255         1.0401        1.00995        1.02998        1.00995        1.01396       0.981474       0.964673        0.95305       0.975628       0.987259        1.01146        0.95305           1.05
        18.4002   -0.000200732   -0.000211707   -0.000260645   -0.000258407        7.02691        7.02706        7.19713        7.01145        1.04011        1.00996        1.02998        1.00995        1.01395       0.981458       0.964644       0.952999       0.975616       0.987256        1.01146       0.952999           1.05
        18.4202   -0.000201737   -0.000212677   -0.000258136   -0.000256227        7.02779        7.02756        7.19602        7.01043        1.04011        1.00996        1.02998        1.00995        1.01395       0.981444       0.964618       0.952953       0.975605       0.987253        1.01146       0.952953           1.05
        18.4402   -0.000202891   -0.000213729   -0.000255437   -0.000253868        7.02864        7.02802        7.19499        7.00947        1.04012        1.00997        1.02998        1.00995        1.01394       0.981432       0.964595        0.95291       0.975595       0.987251        1.01146        0.95291           1.05
        18.4602   -0.000204188   -0.000214857   -0.000252563   -0.000251346        7.02944        7.02845        7.19406         7.0086        1.04012        1.00998        1.02998        1.00996        1.01394       0.981421       0.964575       0.952871       0.975586       0.987249        1.01146       0.952871           1.05
        18.4802   -0.000205619   -0.000216055   -0.000249533   -0.000248675         7.0302        7.02883        7.19323        7.00781        1.04013        1.00999        1.02998        1.00996        1.01394       0.981414       0.964558       0.952837       0.975578       0.987248        1.01146       0.952837           1.05
        18.5002   -0.000207174   -0.000217313   -0.000246366   -0.000245874         7.0309        7.02918        7.19249        7.00711        1.04014           1.01        1.02997        1.00996        1.01394       0.981408       0.964544       0.952807       0.975572       0.987247        1.01146       0.952807           1.05
        18.5202   -0.000208845   -0.000218625   -0.000243082   -0.000242959        7.03154        7.02948        7.19187         7.0065        1.04014        1.01001        1.02997        1.00996        1.01394       0.981405       0.964534       0.952783       0.975567       0.987247        1.01147       0.952783           1.05
        18.5402   -0.000210619   -0.000219982     -0.0002397   -0.000239949        7.03213        7.02972        7.19135        7.00599        1.04015        1.01002        1.02997        1.00996        1.01394       0.981403       0.964527       0.952763       0.975563       0.987247        1.01147       0.952763           1.05
        18.5602   -0.000212488   -0.000221375   -0.000236243   -0.000236862        7.03265        7.02993        7.19095        7.00559        1.04016        1.01003        1.02997        1.00996        1.01395       0.981405       0.964523       0.952749       0.975561       0.987247        1.01147       0.952749           1.05
        18.5802   -0.000214438   -0.000222797    -0.00023273   -0.000233717        7.03311        7.03008        7.19066        7.00528        1.04016        1.01004        1.02997        1.00997        1.01395       0.981408       0.964522       0.952739        0.97556       0.987248        1.01147       0.952739           1.05
        18.6003   -0.000216459   -0.000224238   -0.000229183   -0.000230533         7.0335        7.03019        7.19048        7.00508        1.04017        1.01005        1.02997        1.00997        1.01396       0.981414       0.964525       0.952735        0.97556        0.98725        1.01147       0.952735           1.05
        18.6203   -0.000218536   -0.000225689   -0.000225624    -0.00022733        7.03381        7.03024        7.19043        7.00498        1.04018        1.01006        1.02997        1.00997        1.01396       0.981422       0.964531       0.952736       0.975562       0.987252        1.01147       0.952736           1.05
        18.6403   -0.000220658   -0.000227141   -0.000222077   -0.000224127        7.03405        7.03024        7.19049        7.00499        1.04018        1.01008        1.02997        1.00997        1.01397       0.981432       0.964541       0.952743       0.975565       0.987254        1.01147       0.952743           1.05
        18.6603   -0.000222811   -0.000228585   -0.000218562   -0.000220945        7.03422         7.0302        7.19067         7.0051        1.04019        1.01009        1.02997        1.00997        1.01398       0.981444       0.964554       0.952754       0.975569       0.987257        1.01147       0.952754           1.05
        18.6803   -0.000224981   -0.000230014   -0.000215103     -0.0002178        7.03431         7.0301        7.19097        7.00531         1.0402         1.0101        1.02997        1.00998        1.01399       0.981458        0.96457       0.952771       0.975575        0.98726        1.01147       0.952771           1.05
        18.7003   -0.000227156   -0.000231417    -0.00021172   -0.000214714        7.03433        7.02995        7.19139        7.00563         1.0402        1.01011        1.02997        1.00998          1.014       0.981474       0.964589       0.952793       0.975582       0.987264        1.01147       0.952793           1.05
        18.7203   -0.000229321   -0.000232787   -0.000208433   -0.000211705        7.03427        7.02976        7.19191        7.00604        1.04021        1.01013        1.02998        1.00998        1.01401       0.981492       0.964611       0.952819        0.97559       0.987268        1.01147       0.952819           1.05
        18.7403   -0.000231463   -0.000234114   -0.000205262    -0.00020879        7.03413        7.02951        7.19254        7.00656        1.04022        1.01014        1.02998        1.00999        1.01402       0.981511       0.964635        0.95285       0.975599       0.987272        1.01147        0.95285           1.05
        18.7603   -0.000233569   -0.000235391   -0.000202227   -0.000205987        7.03392        7.02922        7.19327        7.00717        1.04022        1.01015        1.02998        1.00999        1.01404       0.981532       0.964663       0.952886        0.97561       0.987277        1.01147       0.952886           1.05
        18.7803   -0.000235625    -0.00023661   -0.000199345   -0.000203313        7.03363        7.02888        7.19411        7.00786        1.04023        1.01016        1.02998        1.00999        1.01405       0.981555       0.964692       0.952926       0.975621       0.987282        1.01148       0.952926           1.05
        18.8003   -0.000237619   -0.000237763   -0.000196634   -0.000200785        7.03328        7.02851        7.19503        7.00865        1.04023        1.01018        1.02998           1.01        1.01406       0.981579       0.964725        0.95297       0.975633       0.987287        1.01148        0.95297           1.05
        18.8203   -0.000239539   -0.000238843   -0.000194111   -0.000198416        7.03285        7.02809        7.19604        7.00952        1.04024        1.01019        1.02998           1.01        1.01408       0.981603       0.964759       0.953017       0.975646       0.987292        1.01148       0.953017           1.05
        18.8404   -0.000241374   -0.000239844    -0.00019179   -0.000196221        7.03236        7.02764        7.19714        7.01046        1.04024         1.0102        1.02998           1.01        1.01409       0.981629       0.964795       0.953068        0.97566       0.987298        1.01148       0.953068           1.05
        18.8604   -0.000243111    -0.00024076   -0.000189687   -0.000194215        7.03181        7.02715        7.19831        7.01147        1.04025        1.01021        1.02998           1.01        1.01411       0.981656       0.964832       0.953122       0.975675       0.987303        1.01148       0.953122           1.05
        18.8804   -0.000244742   -0.000241584   -0.000187812   -0.000192408         7.0312        7.02663        7.19954        7.01255        1.04025        1.01022        1.02998        1.01001        1.01412       0.981684       0.964871       0.953179        0.97569       0.987309        1.01148       0.953179           1.05
        18.9004   -0.000246255   -0.000242311   -0.000186178   -0.000190811        7.03053        7.02608        7.20084        7.01369        1.04026        1.01023        1.02998        1.01001        1.01414       0.981712       0.964912       0.953238       0.975706       0.987315        1.01148       0.953238           1.05
        18.9204   -0.000247643   -0.000242938   -0.000184793   -0.000189434        7.02981        7.02551        7.20218        7.01487        1.04026        1.01024        1.02998        1.01001        1.01415        0.98174       0.964953       0.953299       0.975722       0.987321        1.01148       0.953299           1.05
        18.9404   -0.000248896    -0.00024346   -0.000183666   -0.000188284        7.02904        7.02491        7.20357        7.01609        1.04026        1.01024        1.02998        1.01002        1.01417       0.981768       0.964994       0.953362       0.975739       0.987327        1.01148       0.953362           1.05
        18.9604   -0.000250006   -0.000243874   -0.000182803   -0.000187369        7.02823         7.0243        7.20499        7.01736        1.04026        1.01025        1.02998        1.01002        1.01418       0.981797       0.965036       0.953426       0.975755       0.987332        1.01148       0.953426           1.05
        18.9804   -0.000250968   -0.000244177   -0.000182208   -0.000186693        7.02738        7.02367        7.20643        7.01865        1.04026        1.01026        1.02998        1.01002        1.01419       0.981825       0.965078       0.953491       0.975772       0.987338        1.01148       0.953491           1.05
        19.0004   -0.000251776   -0.000244369   -0.000181885   -0.000186261         7.0265        7.02304         7.2079        7.01996        1.04026        1.01026        1.02998        1.01002        1.01421       0.981852        0.96512       0.953556       0.975789       0.987344        1.01148       0.953556           1.05
        19.0204   -0.000252424   -0.000244448   -0.000181835   -0.000186074        7.02559         7.0224        7.20936        7.02128        1.04027        1.01026        1.02998        1.01002        1.01422        0.98188       0.965162       0.953621       0.975806       0.987349        1.01148       0.953621           1.05
        19.0404   -0.000252908   -0.000244413   -0.000182057   -0.000186133        7.02466        7.02175        7.21082         7.0226        1.04027        1.01027        1.02999        1.01003        1.01423       0.981906       0.965203       0.953686       0.975822       0.987354        1.01148       0.953686           1.05
        19.0604   -0.000253227   -0.000244265    -0.00018255   -0.000186438        7.02372        7.02111        7.21228        7.02392        1.04026        1.01027        1.02999        1.01003        1.01424       0.981931       0.965243        0.95375       0.975838        0.98736        1.01148        0.95375           1.05
        19.0805   -0.000253377   -0.000244005    -0.00018331   -0.000186987        7.02276        7.02047        7.21371        7.02523        1.04026        1.01027        1.02999        1.01003        1.01426       0.981956       0.965282       0.953813       0.975854       0.987364        1.01148       0.953813           1.05
        19.1005   -0.000253358   -0.000243635   -0.000184331   -0.000187775        7.02181        7.01985        7.21511        7.02651        1.04026        1.01027        1.02999        1.01003        1.01427       0.981979       0.965319       0.953874       0.975869       0.987369        1.01148       0.953874           1.05
        19.1205   -0.000253172   -0.000243157   -0.000185606   -0.000188798        7.02085        7.01923        7.21648        7.02777        1.04026        1.01027        1.02999        1.01003        1.01428       0.982001       0.965355       0.953933       0.975884       0.987373        1.01148       0.953933           1.05
        19.1405   -0.000252819   -0.000242574   -0.000187128   -0.000190049        7.01991        7.01863         7.2178        7.02899        1.04026        1.01027        1.02999        1.01003        1.01428       0.982022       0.965389        0.95399       0.975898       0.987377        1.01148        0.95399           1.05
        19.1605   -0.000252301   -0.000241889   -0.000188886   -0.000191519        7.01897        7.01806        7.21906        7.03017        1.04025        1.01026        1.02999        1.01003        1.01429       0.982041       0.965421       0.954045       0.975911       0.987381        1.01148       0.954045           1.05
        19.1805   -0.000251622   -0.000241106   -0.000190869     -0.0001932        7.01806        7.01751        7.22026         7.0313        1.04025        1.01026        1.02999        1.01003         1.0143       0.982058       0.965451       0.954096       0.975923       0.987384        1.01148       0.954096           1.05
        19.2005   -0.000250785   -0.000240231   -0.000193065   -0.000195081        7.01717        7.01699         7.2214        7.03236        1.04024        1.01026        1.02999        1.01003         1.0143       0.982074       0.965478       0.954145       0.975935       0.987387        1.01148       0.954145           1.05
        19.2205   -0.000249797   -0.000239269   -0.000195458   -0.000197149        7.01631         7.0165        7.22246        7.03337        1.04024        1.01025        1.02999        1.01003        1.01431       0.982087       0.965503       0.954189       0.975945       0.987389        1.01148       0.954189           1.05
        19.2405   -0.000248663   -0.000238226   -0.000198034   -0.000199392        7.01549        7.01605        7.22343         7.0343        1.04024        1.01024        1.02999        1.01003        1.01431       0.982099       0.965525        0.95423       0.975954       0.987391        1.01148        0.95423           1.05
        19.2605   -0.000247391   -0.000237109   -0.000200776   -0.000201796        7.01471        7.01563        7.22433        7.03516        1.04023        1.01024        1.02999        1.01003        1.01431       0.982108       0.965544       0.954267       0.975963       0.987393        1.01148       0.954267           1.05
        19.2805   -0.000245989   -0.000235925   -0.000203668   -0.000204345        7.01397        7.01525        7.22512        7.03594        1.04022        1.01023        1.02999        1.01003        1.01431       0.982116        0.96556         0.9543        0.97597       0.987394        1.01148         0.9543           1.05
        19.3005   -0.000244465   -0.000234681    -0.00020669   -0.000207023        7.01329        7.01492        7.22582        7.03662        1.04022        1.01022        1.02999        1.01003        1.01431       0.982121       0.965573       0.954328       0.975976       0.987395        1.01148       0.954328           1.05
        19.3205    -0.00024283   -0.000233386   -0.000209825   -0.000209813        7.01266        7.01463        7.22642        7.03722        1.04021        1.01021        1.02999        1.01003        1.01431       0.982125       0.965584       0.954351       0.975981       0.987395        1.01147       0.954351           1.05
        19.3406   -0.000241094   -0.000232046   -0.000213053   -0.000212698        7.01209        7.01439        7.22692        7.03772        1.04021         1.0102        1.02999        1.01003        1.01431       0.982126       0.965591        0.95437       0.975984       0.987395        1.01147        0.95437           1.05
        19.3606   -0.000239267   -0.000230672   -0.000216354   -0.000215659        7.01158        7.01419         7.2273        7.03813         1.0402        1.01019           1.03        1.01002        1.01431       0.982125       0.965594       0.954384       0.975987       0.987395        1.01147       0.954384           1.05
        19.3806   -0.000237361   -0.000229271   -0.000219708    -0.00021868        7.01114        7.01404        7.22758        7.03843        1.04019        1.01018           1.03        1.01002         1.0143       0.982122       0.965595       0.954393       0.975988       0.987394        1.01147       0.954393           1.05
        19.4006   -0.000235386   -0.000227851   -0.000223094    -0.00022174        7.01076        7.01394        7.22774        7.03863        1.04019        1.01017           1.03        1.01002         1.0143       0.982116       0.965592       0.954397       0.975987       0.987393        1.01147       0.954397           1.05
        19.4206   -0.000233357   -0.000226423   -0.000226491    -0.00022482        7.01046        7.01389        7.22779        7.03874        1.04018        1.01016           1.03        1.01002        1.01429       0.982109       0.965586       0.954395       0.975986       0.987391        1.01147       0.954395           1.05
        19.4406   -0.000231284   -0.000224993   -0.000229878     -0.0002279        7.01022         7.0139        7.22773        7.03873        1.04017        1.01014           1.03        1.01002        1.01428       0.982099       0.965577       0.954389       0.975983       0.987388        1.01147       0.954389           1.05
        19.4606   -0.000229182   -0.000223572   -0.000233233   -0.000230962        7.01006        7.01395        7.22755        7.03863        1.04017        1.01013           1.03        1.01001        1.01427       0.982087       0.965565       0.954378       0.975979       0.987386        1.01147       0.954378           1.05
        19.4806   -0.000227063   -0.000222168   -0.000236537   -0.000233987        7.00997        7.01405        7.22727        7.03842        1.04016        1.01012           1.03        1.01001        1.01426       0.982074        0.96555       0.954363       0.975974       0.987383        1.01147       0.954363           1.05
        19.5006   -0.000224941    -0.00022079   -0.000239768   -0.000236956        7.00996         7.0142        7.22688        7.03811        1.04015        1.01011        1.02999        1.01001        1.01425       0.982059       0.965532       0.954342       0.975967        0.98738        1.01147       0.954342           1.05
        19.5206   -0.000222829   -0.000219446   -0.000242908   -0.000239851        7.01002        7.01439        7.22638         7.0377        1.04015        1.01009        1.02999           1.01        1.01424       0.982042       0.965511       0.954317        0.97596       0.987376        1.01147       0.954317           1.05
        19.5406    -0.00022074   -0.000218145   -0.000245937   -0.000242653        7.01015        7.01464        7.22578         7.0372        1.04014        1.01008        1.02999           1.01        1.01423       0.982023       0.965487       0.954287       0.975951       0.987372        1.01147       0.954287           1.05
        19.5606   -0.000218687   -0.000216895   -0.000248837   -0.000245347        7.01036        7.01493        7.22508        7.03661        1.04014        1.01007        1.02999           1.01        1.01422       0.982003       0.965461       0.954253       0.975941       0.987368        1.01147       0.954253           1.05
        19.5807   -0.000216683   -0.000215703   -0.000251591   -0.000247915        7.01064        7.01526        7.22429        7.03592        1.04013        1.01006        1.02999           1.01        1.01421       0.981981       0.965432       0.954215       0.975931       0.987363        1.01147       0.954215           1.05
        19.6007   -0.000214739   -0.000214576   -0.000254182   -0.000250342        7.01099        7.01563         7.2234        7.03516        1.04012        1.01005        1.02999        1.00999        1.01419       0.981958       0.965402       0.954174       0.975919       0.987359        1.01146       0.954174           1.05
        19.6207   -0.000212867   -0.000213522   -0.000256594   -0.000252612         7.0114        7.01603        7.22244        7.03432        1.04012        1.01004        1.02999        1.00999        1.01418       0.981934       0.965369       0.954128       0.975907       0.987354        1.01146       0.954128           1.05
        19.6407    -0.00021108   -0.000212546   -0.000258814   -0.000254714        7.01188        7.01648        7.22139        7.03339        1.04011        1.01002        1.02999        1.00999        1.01417        0.98191       0.965334        0.95408       0.975893       0.987348        1.01146        0.95408           1.05
        19.6607   -0.000209386   -0.000211654   -0.000260827   -0.000256632        7.01242        7.01696        7.22028         7.0324        1.04011        1.01002        1.02999        1.00998        1.01415       0.981884       0.965298       0.954028        0.97588       0.987343        1.01146       0.954028           1.05
        19.6807   -0.000207798   -0.000210853   -0.000262621   -0.000258356        7.01302        7.01746         7.2191        7.03135        1.04011        1.01001        1.02999        1.00998        1.01414       0.981857       0.965261       0.953974       0.975865       0.987338        1.01146       0.953974           1.05
        19.7007   -0.000206323   -0.000210145   -0.000264185   -0.000259875        7.01367        7.01799        7.21786        7.03025         1.0401           1.01        1.02999        1.00998        1.01412       0.981831       0.965222       0.953917        0.97585       0.987332        1.01146       0.953917           1.05
        19.7207   -0.000204971   -0.000209534   -0.000265511   -0.000261181        7.01437        7.01855        7.21657        7.02909         1.0401        1.00999        1.02999        1.00998        1.01411       0.981803       0.965183       0.953859       0.975835       0.987326        1.01146       0.953859           1.05
        19.7407    -0.00020375   -0.000209026   -0.000266591   -0.000262265        7.01512        7.01913        7.21524         7.0279         1.0401        1.00998        1.02999        1.00997         1.0141       0.981776       0.965143       0.953799       0.975819       0.987321        1.01146       0.953799           1.05
        19.7607   -0.000202667   -0.000208621   -0.000267418   -0.000263122         7.0159        7.01972        7.21388        7.02667         1.0401        1.00998        1.02999        1.00997        1.01408       0.981749       0.965102       0.953737       0.975803       0.987315        1.01146       0.953737           1.05
        19.7807   -0.000201728   -0.000208323   -0.000267987   -0.000263747        7.01673        7.02032        7.21249        7.02542         1.0401        1.00997        1.02999        1.00997        1.01407       0.981722       0.965062       0.953675       0.975787        0.98731        1.01146       0.953675           1.05
        19.8007    -0.00020094   -0.000208132   -0.000268295   -0.000264136        7.01758        7.02093        7.21109        7.02415        1.04009        1.00996        1.02999        1.00997        1.01406       0.981695       0.965021       0.953612        0.97577       0.987304        1.01146       0.953612           1.05
        19.8207   -0.000200306    -0.00020805   -0.000268341   -0.000264288        7.01846        7.02154        7.20967        7.02288        1.04009        1.00996        1.02999        1.00997        1.01404       0.981669       0.964981       0.953549       0.975754       0.987299        1.01146       0.953549           1.05
        19.8408   -0.000199831   -0.000208076   -0.000268125   -0.000264202        7.01936        7.02216        7.20826         7.0216        1.04009        1.00996        1.02998        1.00996        1.01403       0.981643       0.964942       0.953487       0.975738       0.987293        1.01146       0.953487           1.05
        19.8608   -0.000199517    -0.00020821   -0.000267649   -0.000263879        7.02027        7.02277        7.20686        7.02032         1.0401        1.00996        1.02998        1.00996        1.01402       0.981619       0.964903       0.953425       0.975723       0.987288        1.01146       0.953425           1.05
        19.8808   -0.000199365   -0.000208451   -0.000266915   -0.000263322        7.02119        7.02338        7.20548        7.01907         1.0401        1.00995        1.02998        1.00996        1.01401       0.981595       0.964866       0.953364       0.975707       0.987284        1.01146       0.953364           1.05
        19.9008   -0.000199375   -0.000208798   -0.000265928   -0.000262535        7.02211        7.02397        7.20412        7.01783         1.0401        1.00995        1.02998        1.00996          1.014       0.981572       0.964829       0.953305       0.975692       0.987279        1.01146       0.953305           1.05
        19.9208   -0.000199548   -0.000209248   -0.000264694   -0.000261523        7.02303        7.02456         7.2028        7.01662         1.0401        1.00996        1.02998        1.00996        1.01399       0.981551       0.964795       0.953247       0.975678       0.987275        1.01146       0.953247           1.05
        19.9408   -0.000199881   -0.000209798   -0.000263223   -0.000260293        7.02394        7.02512        7.20152        7.01545         1.0401        1.00996        1.02998        1.00996        1.01398       0.981531       0.964762       0.953192       0.975664       0.987271        1.01146       0.953192           1.05
        19.9608   -0.000200373   -0.000210444   -0.000261524   -0.000258853        7.02483        7.02566        7.20029        7.01433        1.04011        1.00996        1.02998        1.00996        1.01397       0.981512       0.964731       0.953139       0.975651       0.987267        1.01146       0.953139           1.05
        19.9808   -0.000201021   -0.000211184   -0.000259605   -0.000257212        7.02571        7.02618        7.19912        7.01325        1.04011        1.00996        1.02998        1.00996        1.01397       0.981496       0.964702       0.953089       0.975639       0.987264        1.01146       0.953089           1.05
        20.0008   -0.000201819   -0.000212011   -0.000257481   -0.000255382        7.02656        7.02668        7.19802        7.01224        1.04011        1.00997        1.02998        1.00996        1.01396        0.98148       0.964675       0.953042       0.975628       0.987261        1.01146       0.953042           1.05
        20.0208   -0.000202763   -0.000212921   -0.000255163   -0.000253373        7.02738        7.02714        7.19699        7.01128        1.04012        1.00997        1.02998        1.00996        1.01396       0.981467       0.964651       0.952998       0.975618       0.987258        1.01146       0.952998           1.05
