ne_2.out
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES
                     1              2              3              4              5              6              7              8              9              10             11             12             13             14             15             16             17             18             19             20             21             22             23             24             25             26             27             28             29             30             31             32             33             34             35             36             37             38             39             40             41             42             43             44             45             46             47             48             49             50             51             52             53             54             55             56             57             58             59             60             61             62             63             64             65             66             67             68             69             70             71             72             73             74             75             76             77             78             79             80             81             82             83             84      
        Time(s) SPD 30[30 22.0 SPD 31[31 22.0 SPD 32[32 22.0 SPD 33[33 22.0 SPD 34[34 22.0 SPD 35[35 22.0 SPD 36[36 22.0 SPD 37[37 22.0 SPD 38[38 22.0 SPD 39[39 22.0 EFD 30[30 22.0 EFD 31[31 22.0 EFD 32[32 22.0 EFD 33[33 22.0 EFD 34[34 22.0 EFD 35[35 22.0 EFD 36[36 22.0 EFD 37[37 22.0 EFD 38[38 22.0 EFD 39[39 22.0 VOEL 30[30 22. VOEL 31[31 22. VOEL 32[32 22. VOEL 33[33 22. VOEL 34[34 22. VOEL 35[35 22. VOEL 36[36 22. VOEL 37[37 22. VOEL 38[38 22. VOEL 39[39 22. POWR 30[30 22. POWR 31[31 22. POWR 32[32 22. POWR 33[33 22. POWR 34[34 22. POWR 35[35 22. POWR 36[36 22. POWR 37[37 22. POWR 38[38 22. POWR 39[39 22. VOLT 1 [1 345. VOLT 2 [2 345. VOLT 3 [3 345. VOLT 4 [4 345. VOLT 5 [5 345. VOLT 6 [6 345. VOLT 7 [7 345. VOLT 8 [8 345. VOLT 9 [9 345. VOLT 10 [10 34 VOLT 11 [11 34 VOLT 12 [12 34 VOLT 13 [13 34 VOLT 14 [14 34 VOLT 15 [15 34 VOLT 16 [16 34 VOLT 17 [17 34 VOLT 18 [18 34 VOLT 19 [19 34 VOLT 20 [20 34 VOLT 21 [21 34 VOLT 22 [22 34 VOLT 23 [23 34 VOLT 24 [24 34 VOLT 25 [25 34 VOLT 26 [26 34 VOLT 27 [27 34 VOLT 28 [28 34 VOLT 29 [29 34 VOLT 30 [30 22 VOLT 31 [31 22 VOLT 32 [32 22 VOLT 33 [33 22 VOLT 34 [34 22 VOLT 35 [35 22 VOLT 36 [36 22 VOLT 37 [37 22 VOLT 38 [38 22 VOLT 39 [39 22 PMECH FOR ALL  PELEC FOR ALL  PACCL FOR ALL  PLOAD FOR ALL  PE-PL FOR ALL 
                          00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1           00]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1          000]1            00]            00]            00]            00]            00]            00]            00]            00]            00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          5.00]          .000]          .000]          .000]          .000]          .000]          .000]          .000]          .000]          .000]          .000]          BUSES          BUSES          BUSES          BUSES          BUSES
        40.7045    -0.00401366     -0.0040133    -0.00401355    -0.00401318     -0.0040133    -0.00401328    -0.00401409    -0.00401339              0     -0.0040133        1.23427        2.88298        2.26974        2.64635        4.44062        2.43427        2.46774        2.25475              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31648        6.55854        7.33242        7.15184        5.90646        7.33233        6.42881        6.22814              0        10.0409        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        40.7545    -0.00401375     -0.0040133    -0.00401356    -0.00401323    -0.00401329    -0.00401329    -0.00401408    -0.00401343              0    -0.00401331        1.23427        2.88298        2.26974        2.64635        4.44062        2.43427        2.46774        2.25475              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31648        6.55855        7.33242        7.15184        5.90646        7.33233        6.42882        6.22812              0        10.0409        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        40.8045    -0.00401384    -0.00401331    -0.00401358    -0.00401328    -0.00401328    -0.00401331    -0.00401407    -0.00401345              0    -0.00401332        1.23427        2.88298        2.26974        2.64635        4.44062        2.43427        2.46775        2.25475              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31648        6.55855        7.33242        7.15184        5.90645        7.33233        6.42882        6.22811              0        10.0409        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        40.8545    -0.00401393    -0.00401332     -0.0040136    -0.00401333    -0.00401328    -0.00401332    -0.00401406    -0.00401346              0    -0.00401333        1.23428        2.88298        2.26974        2.64635        4.44062        2.43427        2.46775        2.25475              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31649        6.55855        7.33242        7.15184        5.90645        7.33234        6.42881         6.2281              0        10.0409        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        40.9045    -0.00401402    -0.00401333    -0.00401363    -0.00401339    -0.00401327    -0.00401333    -0.00401405    -0.00401347              0    -0.00401333        1.23428        2.88298        2.26975        2.64635        4.44062        2.43427        2.46775        2.25475              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31649        6.55855        7.33242        7.15184        5.90645        7.33234        6.42881        6.22809              0        10.0409        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        40.9545    -0.00401411    -0.00401334    -0.00401365    -0.00401344    -0.00401326    -0.00401335    -0.00401404    -0.00401346              0    -0.00401334        1.23428        2.88298        2.26975        2.64635        4.44062        2.43427        2.46775        2.25475              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31649        6.55855        7.33242        7.15184        5.90645        7.33233        6.42881        6.22808              0        10.0409        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        41.0046    -0.00401421    -0.00401336    -0.00401367     -0.0040135    -0.00401325    -0.00401336    -0.00401403    -0.00401345              0    -0.00401335        1.23428        2.88298        2.26975        2.64635        4.44062        2.43427        2.46776        2.25475              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31649        6.55855        7.33242        7.15184        5.90645        7.33234        6.42882        6.22807              0        10.0409        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        41.0046    -0.00401421    -0.00401336    -0.00401367     -0.0040135    -0.00401325    -0.00401336    -0.00401403    -0.00401345              0    -0.00401335        1.23428        2.88298        2.26975        2.64635        4.44062        2.43427        2.46776        2.25475              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31638        6.55845        7.33232        7.15173        5.90638        7.33222        6.42872        6.22793              0        10.0408        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        41.0546     -0.0040143    -0.00401336     -0.0040137    -0.00401355    -0.00401324    -0.00401337    -0.00401402    -0.00401342              0    -0.00401337        1.23428        2.88298        2.26975        2.64635        4.44062        2.43427        2.46776        2.25475              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31649        6.55855        7.33242        7.15184        5.90645        7.33233        6.42882        6.22806              0        10.0409        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        41.1046    -0.00401436    -0.00401338    -0.00401373    -0.00401361    -0.00401323    -0.00401339    -0.00401401     -0.0040134              0    -0.00401338        1.23428        2.88298        2.26975        2.64635        4.44062        2.43427        2.46776        2.25475              0        1.04366              0              0              0              0              0              0              0              0              0              0        3.31643        6.55855        7.33242        7.15184        5.90645        7.33234        6.42882        6.22806              0        10.0409        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        41.1546    -0.00401443     -0.0040134    -0.00401376    -0.00401368    -0.00401322     -0.0040134    -0.00401401    -0.00401334              0    -0.00401339        1.23428        2.88298        2.26976        2.64635        4.44062        2.43427        2.46776        2.22172              0        1.04366              0              0              0              0              0              0              0      -0.210795              0              0        3.31651        6.55856        7.33243        7.15185        5.90646        7.33234        6.42883         6.2278              0         10.041        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        41.2046    -0.00401474    -0.00401346    -0.00401382    -0.00401378    -0.00401321    -0.00401344    -0.00401403    -0.00401178              0    -0.00401343        1.23428        2.88298        2.26976        2.64636        4.44063        2.43428        2.46777        2.14313              0        1.04366              0              0              0              0              0              0              0      -0.140062              0              0        3.31743        6.55868        7.33251        7.15194        5.90644        7.33239        6.42887        6.22457              0        10.0419        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        41.2546    -0.00401595    -0.00401366    -0.00401395      -0.004014    -0.00401316    -0.00401352     -0.0040141    -0.00400462              0    -0.00401354         1.2343        2.88299        2.26977        2.64636        4.44066        2.43428         2.4678        2.08009              0        1.04366              0              0              0              0              0              0              0     -0.0833286              0              0        3.31934        6.55888        7.33264        7.15211        5.90634        7.33247        6.42893        6.21704              0        10.0439        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        41.3046    -0.00401823    -0.00401401    -0.00401415    -0.00401432    -0.00401299    -0.00401363    -0.00401418    -0.00398872              0    -0.00401377        1.23435        2.88301        2.26979        2.64638        4.44075        2.43431        2.46791        2.04162              0        1.04366              0              0              0              0              0              0              0     -0.0487028              0              0        3.32103        6.55901        7.33265         7.1521        5.90624        7.33241        6.42886        6.20776              0        10.0468        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        41.3546    -0.00402112     -0.0040144    -0.00401428    -0.00401447    -0.00401268    -0.00401362    -0.00401411    -0.00396402              0    -0.00401416        1.23446        2.88307        2.26983        2.64642        4.44094        2.43436        2.46813        2.02149              0        1.04366              0              0              0              0              0              0              0     -0.0305824              0              0        3.32124         6.5589        7.33248         7.1518        5.90597        7.33216         6.4286        6.19985              0        10.0496        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        41.4046    -0.00402358    -0.00401459    -0.00401417    -0.00401425    -0.00401202    -0.00401331    -0.00401365    -0.00393338              0    -0.00401466        1.23465        2.88316         2.2699        2.64649        4.44123        2.43444         2.4685        2.01219              0        1.04366              0              0              0              0              0              0              0      -0.022218              0              0         3.3195        6.55859        7.33194        7.15126         5.9055        7.33158        6.42804        6.19559              0        10.0516        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        41.4547    -0.00402432    -0.00401436    -0.00401357    -0.00401337    -0.00401085    -0.00401255    -0.00401254    -0.00390124              0    -0.00401524        1.23493        2.88328        2.27001         2.6466         4.4416        2.43456        2.46903        2.00846              0        1.04366              0              0              0              0              0              0              0      -0.018856              0              0        3.31573        6.55789        7.33105        7.15017        5.90491        7.33094        6.42727        6.19564              0        10.0525        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        41.5047    -0.00402236    -0.00401341    -0.00401224    -0.00401144    -0.00400911    -0.00401122    -0.00401066    -0.00387225              0    -0.00401582         1.2353        2.88344        2.27016        2.64675        4.44202        2.43472         2.4697        2.00725              0        1.04366              0              0              0              0              0              0              0     -0.0177739              0              0         3.3107        6.55683        7.33002        7.14892        5.90433        7.32991        6.42632        6.19984              0        10.0516        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        41.5547    -0.00401727    -0.00401154    -0.00401017     -0.0040084    -0.00400675    -0.00400905    -0.00400795    -0.00385027              0     -0.0040163        1.23576        2.88362        2.27036        2.64693        4.44248         2.4349        2.47051        2.00707              0        1.04366              0              0              0              0              0              0              0     -0.0176119              0              0        3.30548        6.55569        7.32878        7.14757        5.90355        7.32871        6.42533        6.20709              0        10.0484        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        41.6047    -0.00400927    -0.00400866    -0.00400728    -0.00400423    -0.00400371    -0.00400599    -0.00400432    -0.00383752              0    -0.00401658        1.23629        2.88382        2.27059        2.64716        4.44296        2.43511        2.47143        2.00724              0        1.04366              0              0              0              0              0              0              0     -0.0177649              0              0        3.30102        6.55442        7.32755        7.14623        5.90278        7.32721        6.42439         6.2156              0        10.0437        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        41.6547     -0.0039992    -0.00400479    -0.00400353    -0.00399907    -0.00399998    -0.00400192    -0.00399989    -0.00383435              0    -0.00401658         1.2369        2.88404        2.27086        2.64742        4.44345        2.43534        2.47246         2.0075              0        1.04366              0              0              0              0              0              0              0     -0.0179967              0              0        3.29844        6.55317        7.32626        7.14517        5.90193        7.32577        6.42349         6.2237              0        10.0373        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        41.7047     -0.0039884    -0.00400006    -0.00399899    -0.00399318    -0.00399553    -0.00399688    -0.00399481    -0.00383953              0    -0.00401622        1.23757        2.88428        2.27117        2.64771        4.44393        2.43559        2.47357        2.00776              0        1.04366              0              0              0              0              0              0              0     -0.0182275              0              0        3.29838        6.55212        7.32517        7.14429        5.90111        7.32438        6.42278        6.23002              0        10.0294        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        41.7547    -0.00397846    -0.00399471    -0.00399385    -0.00398685    -0.00399042    -0.00399102    -0.00398926    -0.00385058              0    -0.00401544        1.23828        2.88452        2.27151        2.64804        4.44443        2.43586        2.47477        2.00799              0        1.04366              0              0              0              0              0              0              0     -0.0184372              0              0        3.30088        6.55143        7.32428        7.14387        5.90028        7.32317         6.4223        6.23359              0        10.0201        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        41.8047    -0.00397074      -0.003989    -0.00398825    -0.00398047    -0.00398466    -0.00398454     -0.0039835    -0.00386432              0    -0.00401418        1.23904        2.88478        2.27189        2.64841        4.44492        2.43615        2.47604         2.0082              0        1.04366              0              0              0              0              0              0              0     -0.0186241              0              0        3.30527        6.55102         7.3236        7.14377        5.89947        7.32231        6.42197        6.23425              0        10.0106        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        41.8547    -0.00396628    -0.00398324    -0.00398246    -0.00397435    -0.00397835    -0.00397776    -0.00397772    -0.00387768              0    -0.00401242        1.23982        2.88505        2.27231        2.64881        4.44544        2.43645         2.4774        2.00839              0        1.04366              0              0              0              0              0              0              0     -0.0187932              0              0        3.31106        6.55098        7.32328        7.14402        5.89877        7.32193        6.42187        6.23215              0        10.0003        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        41.9047    -0.00396554    -0.00397773    -0.00397672    -0.00396878    -0.00397162    -0.00397097     -0.0039722    -0.00388802              0    -0.00401015        1.24061        2.88534        2.27277        2.64925        4.44598        2.43678        2.47884        2.00856              0        1.04366              0              0              0              0              0              0              0     -0.0189496              0              0        3.31696        6.55124        7.32333        7.14455        5.89815        7.32187        6.42202        6.22804              0        9.98993        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        41.9548    -0.00396815    -0.00397273    -0.00397128    -0.00396395    -0.00396462    -0.00396449    -0.00396714    -0.00389371              0    -0.00400738        1.24142        2.88564        2.27327        2.64973        4.44656        2.43712        2.48038        2.00873              0        1.04366              0              0              0              0              0              0              0        -0.0191              0              0        3.32176        6.55176        7.32369        7.14515        5.89776        7.32223        6.42234         6.2228              0        9.97997        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        42.0048     -0.0039732    -0.00396845    -0.00396638     -0.0039599    -0.00395756    -0.00395862    -0.00396268    -0.00389406              0    -0.00400412        1.24224        2.88597        2.27382        2.65025         4.4472         2.4375        2.48203         2.0089              0        1.04366              0              0              0              0              0              0              0     -0.0192517              0              0        3.32457        6.55246        7.32432        7.14577        5.89748        7.32297        6.42282        6.21738              0        9.97063        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        42.0048     -0.0039732    -0.00396845    -0.00396638     -0.0039599    -0.00395756    -0.00395862    -0.00396268    -0.00389406              0    -0.00400412        1.24224        2.88597        2.27382        2.65025         4.4472         2.4375        2.48203         2.0089              0        1.04366              0              0              0              0              0              0              0     -0.0192517              0              0        3.32446        6.55236        7.32422        7.14566         5.8974        7.32285        6.42273        6.21724              0        9.97052        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
        42.0548    -0.00397924    -0.00396496    -0.00396217    -0.00395658    -0.00395063    -0.00395357    -0.00395897    -0.00388948              0     -0.0040004        1.24306        2.88632        2.27441        2.65082        4.44791         2.4379         2.4838        2.00908              0        1.04366              0              0              0              0              0              0              0     -0.0194124              0              0        3.32485        6.55323        7.32511        7.14627        5.89739        7.32393        6.42342        6.21292              0        9.96176        1.04195        1.04297        1.02721        1.03025        1.04924        1.05069        1.03816        1.03595        1.04085        1.03805        1.04095        1.02451        1.03293        1.02388       0.990264       0.990507        1.00333        1.01112        1.00362       0.937917       0.993632         1.0171        1.01535       0.997236         1.0378         1.0281        1.01081        1.03232        1.02978        1.04183        1.01598       0.978069       0.963099       0.949589        1.02003        1.05642        1.00839        1.00466        1.02377        5833.59        5850.79       -17.2012         5805.6        45.1924
